tags,visible,lon,lat,version,timestamp,id,changeset,depot,industrial,landuse,military,residential,osm_type,basin,construction,farmyard,grass,port,railway
"{""visible"":false}",,,,3,1722415973,332257202,,,,residential,,urban,way,,,,,,
"{""visible"":false}",,,,2,1723125099,332257968,,,,residential,,rural,way,,,,,,
"{""visible"":false}",,,,3,1723191786,332258096,,,,residential,,rural,way,,,,,,
"{""visible"":false}",,,,2,1722415973,332258531,,,,residential,,urban,way,,,,,,
"{""visible"":false}",,,,2,1723209929,332260178,,,,residential,,urban,way,,,,,,
"{""visible"":false}",,,,4,1723125099,332260936,,,,residential,,urban,way,,,,,,
"{""visible"":false}",,,,4,1723125099,332261838,,,,residential,,urban,way,,,,,,
"{""visible"":false}",,,,2,1723125099,332261840,,,,residential,,urban,way,,,,,,
"{""visible"":false}",,,,3,1723209929,332262271,,,,residential,,urban,way,,,,,,
"{""visible"":false}",,,,5,1723285716,333812634,,,,residential,,irregular_settlement,way,,,,,,
"{""visible"":false}",,,,3,1722516505,333813481,,,,residential,,urban,way,,,,,,
"{""visible"":false}",,,,2,1723125099,333813695,,,,residential,,,way,,,,,,
"{""visible"":false}",,,,5,1723125099,333814180,,,,residential,,urban,way,,,,,,
"{""visible"":false}",,,,4,1723038104,333815232,,,,residential,,urban,way,,,,,,
"{""visible"":false}",,,,3,1722588405,333816594,,,,residential,,irregular_settlement,way,,,,,,
"{""visible"":false}",,,,6,1723125099,333817543,,,,residential,,urban,way,,,,,,
"{""visible"":false}",,,,3,1723038104,333819063,,,,residential,,rural,way,,,,,,
"{""visible"":false}",,,,4,1723038104,333820429,,,,residential,,irregular_settlement,way,,,,,,
"{""visible"":false}",,,,2,1723125099,333821707,,,,residential,,urban,way,,,,,,
"{""visible"":false}",,,,2,1722516534,333823237,,,,residential,,rural,way,,,,,,
"{""visible"":false}",,,,2,1722516534,333823238,,,,residential,,rural,way,,,,,,
"{""visible"":false}",,,,2,1722516534,333823666,,,,residential,,rural,way,,,,,,
"{""visible"":false}",,,,5,1737331654,333824117,,,,residential,,urban,way,,,,,,
"{""visible"":false}",,,,2,1722516534,333824128,,,,residential,,rural,way,,,,,,
"{""visible"":false}",,,,2,1722516534,333824136,,,,residential,,rural,way,,,,,,
