latitude,longitude,road_distance,highway_distance,hospital_distance,school_distance,bank_distance,restaurant_distance,pharmacy_distance,bus_stop_distance,railway_distance,water_distance,population_value,population_category,landuse,flood_risk,competitors_250_restaurant,competitors_500_restaurant,competitors_1000_restaurant,competitors_250_retail,competitors_500_retail,competitors_1000_retail,competitors_250_office,competitors_500_office,competitors_1000_office,competitors_250_clinic,competitors_500_clinic,competitors_1000_clinic,competitors_250,competitors_500,competitors_1000,restaurant_score,retail_score,office_score,clinic_score
22.252568,72.319682,10803.81,22823.87,164388.69,160156.45,168209.64,168214.08,170707.63,171306.11,158063.87,155762.4,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
22.250287,72.760023,176.72,18563.97,157540.12,165722.88,159608.69,163708.82,175739.76,167417.21,156028.72,157062.93,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,56.5,46.25,59.0
22.81846,72.793474,682.67,682.67,45139.34,52775.46,45530.52,46616.59,59566.64,52050.66,42760.03,37978.46,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.0,44.5,36.25,51.0
22.851637,72.351988,72.8,2819.42,38417.47,35715.69,39913.62,42560.39,43278.9,43815.53,32770.3,34423.75,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,62.5,51.25,63.0
23.103949,72.314662,746.05,10168.94,33080.84,27837.43,32874.97,34208.27,36634.99,31622.86,36825.39,30872.09,2.32,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,44.5,36.25,51.0
22.628369,72.668505,316.36,7574.88,71664.18,79707.44,73843.75,77853.72,89930.53,81631.31,70267.38,71413.15,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,50.5,41.25,55.0
23.238958,72.399155,211.33,4778.71,33000.9,32778.47,36720.87,36679.03,37916.64,45473.49,30767.85,3565.64,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,56.5,46.25,59.0
22.34937,72.420812,4448.79,18636.15,138638.42,136068.69,141732.04,142170.06,146987.12,145876.64,134255.97,130136.42,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
23.267384,72.645985,77.03,659.11,16363.58,16893.06,15682.45,15685.48,24405.96,38773.06,24277.96,6935.92,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.0,62.5,51.25,63.0
23.273565,72.431987,33.64,970.33,35712.06,34081.89,33998.8,33972.87,35709.44,46481.22,29723.51,6289.24,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.0,62.5,51.25,63.0
23.368468,72.497722,431.12,11267.34,44542.91,39967.67,42176.6,42185.25,44550.47,59673.65,42296.64,30557.41,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,50.5,41.25,55.0
22.797028,72.754586,1066.06,3361.91,43074.88,52519.57,44009.03,47015.67,60027.02,51226.78,40825.9,40874.85,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
22.823131,72.680689,261.81,11199.59,30423.3,40797.26,32092.12,36087.08,50078.03,39845.64,28566.85,29358.36,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,56.5,46.25,59.0
23.072498,72.247356,1139.46,4241.38,43616.2,41654.33,43339.01,44762.63,46499.83,41846.72,48788.11,42134.28,1.4,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
22.922944,72.693405,86.91,86.91,15349.12,22240.62,15066.83,16669.0,29651.71,21317.84,12884.53,11957.49,5.03,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,62.5,51.25,63.0
22.854569,72.392727,179.46,2137.12,33202.58,29863.53,35737.53,38198.7,38756.58,40150.83,27097.58,28644.49,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,56.5,46.25,59.0
22.296083,72.596552,4412.15,7751.4,144748.35,149592.1,147208.26,150508.04,159457.41,154817.91,143701.2,140452.57,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
22.567795,72.561573,1042.99,6398.64,85365.57,89097.05,87981.29,90584.15,98896.01,95249.15,84582.4,79897.42,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
22.711339,72.613859,1176.35,1176.35,52811.86,59546.21,55280.8,58628.87,69210.03,62881.94,51788.39,50546.82,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
22.621856,72.225413,1021.24,1021.24,94355.91,91083.84,96322.68,98932.45,99602.3,100275.14,88318.5,89869.34,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
23.244045,72.411536,78.28,5273.05,32359.44,32838.87,34739.7,34700.7,36044.3,44382.38,29089.08,1083.72,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,62.5,51.25,63.0
23.397781,72.364733,1137.07,6582.26,63938.13,60992.58,61884.09,61874.11,63939.41,76253.41,58996.4,33587.07,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
23.376033,72.768743,374.16,6362.32,43490.15,47276.39,47829.48,47745.25,58366.16,69089.14,49325.68,25833.96,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,50.5,41.25,55.0
22.290049,72.582508,7609.3,10300.39,146209.73,150459.23,148699.01,151910.52,160555.04,156274.49,145206.55,141556.09,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
22.635973,72.680658,1436.65,8656.21,70368.1,78745.78,72474.47,76586.8,89166.65,80277.66,68894.21,69981.42,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
23.015293,72.771674,815.74,2428.84,10086.47,27500.31,27376.56,19771.62,28191.97,27112.57,21209.17,8316.08,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,44.5,36.25,51.0
22.371335,72.564544,28.44,28.44,128470.82,132073.67,131013.0,134031.27,142313.43,138517.46,127552.75,123326.52,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,62.5,51.25,63.0
23.137574,72.220879,851.75,3761.95,53174.91,47441.52,52956.26,54311.12,56623.31,51651.24,56983.95,45499.76,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,44.5,36.25,51.0
22.28068,72.667109,2306.71,12476.5,148417.37,155510.28,150713.45,154440.7,164805.63,158455.72,147152.22,145871.4,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
22.639594,72.429713,3346.47,3346.47,76223.45,72214.37,80816.93,80159.85,83032.78,83033.4,70306.6,67558.15,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
22.880694,72.563057,198.21,198.21,18861.27,21812.97,22805.71,21816.16,30602.98,26787.25,20510.3,12035.3,21.29,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0,60.5,48.25,67.0
23.014874,72.769294,1066.84,2304.08,9599.03,27013.35,26932.16,19337.86,27748.58,26741.86,20717.07,7828.87,5.26,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
22.646416,72.657851,639.37,4770.9,67452.41,75314.65,69679.19,73595.75,85464.44,77450.61,66108.5,67060.24,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,44.5,36.25,51.0
22.888706,72.517676,107.37,107.37,20462.06,18725.84,26881.92,22954.44,28227.98,25571.77,18617.48,10086.68,9.85,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.0,56.5,46.25,59.0
22.677641,72.589736,1521.93,4865.13,60594.1,66452.72,63168.53,66173.21,75471.43,70630.0,59741.18,56536.22,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
22.499534,72.268069,1119.3,3177.12,114645.33,110792.09,117595.6,120011.06,120513.87,122012.02,108327.22,109399.85,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
23.08281,72.499426,23.44,1382.97,3198.18,977.29,7021.07,2355.08,7602.43,10658.34,5882.88,948.52,96.48,Medium,Residential,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.0,81.0,63.25,96.0
22.664385,72.537004,317.38,317.38,65324.12,67237.78,68287.54,69635.22,77393.31,74148.9,65060.29,58449.52,2.25,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.0,50.5,41.25,55.0
22.514132,72.356174,28.29,7398.04,106361.48,102160.16,110039.3,111351.12,112590.7,113941.6,99992.32,98666.09,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,62.5,51.25,63.0
22.735528,72.797819,73.26,5501.78,59232.9,68656.99,60206.68,63015.95,76048.57,67416.87,57005.18,55809.38,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,62.5,51.25,63.0
22.542692,72.749887,651.04,3362.97,93680.68,102854.3,95541.97,99581.3,113581.22,103330.71,91983.19,92866.06,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,44.5,36.25,51.0
22.78944,72.273582,117.59,10373.04,59115.08,56585.02,60108.52,62822.71,63621.47,63606.05,53620.51,55285.72,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,56.5,46.25,59.0
23.223392,72.471226,275.41,3036.61,22940.98,20754.29,21952.72,21913.87,23294.37,33046.5,16608.36,2445.94,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,56.5,46.25,59.0
23.278415,72.467067,29.53,2873.53,31067.74,28673.1,29103.28,29087.94,31068.02,43572.84,26110.15,10996.91,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,62.5,51.25,63.0
22.305349,72.609158,1273.93,4786.95,142627.83,148025.89,145060.27,148439.39,157668.73,152698.63,141541.12,138665.27,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
23.214625,72.391753,1426.23,1832.85,30249.21,28453.35,35917.44,34303.9,37815.24,41731.65,30291.15,8583.66,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
22.61691,72.238963,61.84,61.84,93869.73,90494.72,96009.04,98590.46,99232.9,100052.85,87770.26,89297.64,1.57,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,62.5,51.25,63.0
22.850606,72.734799,58.32,3695.43,31548.35,40221.17,32156.96,34578.1,47603.76,39102.05,29185.46,28835.47,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,62.5,51.25,63.0
23.221634,72.627085,5.03,2041.69,6736.57,6597.08,5535.83,5612.79,14358.35,28106.9,14920.22,6142.42,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,62.5,51.25,63.0
23.312789,72.58262,1196.95,1196.95,26897.5,23975.13,26366.15,26413.23,29720.3,45888.22,28464.01,22472.6,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
23.152436,72.505253,228.43,5707.67,6510.56,7941.93,9417.54,9732.85,15035.03,17056.11,8060.09,1141.11,5.3,Low,Residential,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.5,61.0,51.25,64.0
22.345635,72.320588,7964.64,14618.93,144210.84,139991.92,147890.75,148651.16,150447.42,151498.51,137842.72,136067.25,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
22.366652,72.674224,15.24,2071.44,129460.57,136798.11,131721.03,135534.68,146314.62,139481.05,128153.45,127451.13,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,62.5,51.25,63.0
22.231541,72.532413,15650.55,15650.55,160008.26,162232.48,162582.34,165225.96,173118.96,169898.33,159142.71,154198.83,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
22.642693,72.682197,1860.62,7151.03,68958.51,77413.36,71049.49,75158.98,87885.78,78854.67,67469.06,68544.68,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
22.861976,72.567169,493.83,3785.49,22077.02,25855.28,25714.76,25848.91,34791.42,30963.84,23062.26,16142.34,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,50.5,41.25,55.0
22.303459,72.385574,9843.74,29589.5,150451.06,146900.67,153630.4,153705.72,157701.59,157203.78,144981.62,141513.31,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
23.399514,72.631322,222.67,832.27,45040.01,43867.56,44140.15,44180.68,49818.67,65789.8,48930.12,30141.36,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.0,56.5,46.25,59.0
22.830835,72.661499,60.32,9420.9,27541.8,37339.82,29459.22,33541.44,47844.45,37266.86,25885.31,26884.21,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,62.5,51.25,63.0
23.188007,72.24425,440.96,2596.08,54175.88,46351.33,54773.62,53881.46,58734.42,53704.3,57350.29,36358.71,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,50.5,41.25,55.0
23.366856,72.585403,75.49,1788.45,38337.72,35717.12,37772.93,37819.9,41474.66,57642.23,40192.95,29499.84,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,62.5,51.25,63.0
22.739969,72.608065,1293.88,3064.29,46579.93,53138.69,49095.99,52321.19,62810.39,56642.82,45633.15,44189.63,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
22.613418,72.726776,55.96,11886.86,77317.05,86531.3,79190.94,83237.67,97288.3,86984.1,75629.21,76528.04,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,62.5,51.25,63.0
23.136316,72.583876,67.52,490.08,3121.87,4681.78,8241.55,3455.28,8901.9,7734.95,5557.74,62.1,-99999.0,Low,Unknown,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,54.5,47.25,51.0
22.418356,72.779759,185.19,185.19,121924.72,130912.97,123811.07,127856.68,141502.1,131603.93,120248.84,121144.54,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.0,56.5,46.25,59.0
22.719142,72.746427,1030.73,1030.73,56842.35,67351.51,58306.66,62172.13,75578.75,65929.59,54859.55,55455.64,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
22.266495,72.274497,6655.27,13044.35,163366.6,159218.13,166874.56,168328.38,169528.75,171040.06,156995.83,155686.74,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
22.383619,72.298794,4864.03,8973.6,137076.63,132952.55,140550.63,142367.22,143219.64,144977.24,130706.58,129729.02,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
22.587193,72.625599,1215.08,1349.79,80161.95,87006.59,82556.68,86069.87,96438.9,90228.87,79026.55,77591.81,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
22.615228,72.764542,561.48,6693.81,79401.53,89288.42,81056.88,85010.26,98672.57,88773.13,77546.77,78276.0,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,44.5,36.25,51.0
23.273911,72.70756,5.13,6299.39,20231.89,21879.96,22734.6,22627.98,34083.54,44219.79,26880.51,1309.96,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,62.5,51.25,63.0
22.500726,72.581034,39.28,39.28,99634.41,104414.25,102167.64,105263.22,113992.48,109686.5,98703.94,94987.41,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,62.5,51.25,63.0
22.86101,72.275102,2148.35,5652.83,48589.95,47011.38,48372.89,51133.27,52065.02,51173.62,43996.73,45479.68,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
22.56339,72.520087,392.01,3578.74,87796.82,88807.97,90670.64,92137.41,99647.22,96528.4,87390.27,80782.59,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,50.5,41.25,55.0
22.803088,72.301182,628.29,6875.72,53163.82,50494.76,54413.9,57101.43,57863.6,58087.37,47551.74,49204.28,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,44.5,36.25,51.0
23.329928,72.292517,161.66,4277.13,61903.46,59965.63,64206.34,64175.46,65755.89,72278.42,59144.88,29873.78,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,56.5,46.25,59.0
22.990479,72.63238,81.93,175.03,360.47,4239.11,3792.24,164.54,12587.67,2007.04,3218.1,625.29,125.48,High,Residential,Low,1,1,1,0,0,0,0,0,0,0,5,6,1,1,1,81.0,81.0,68.0,88.46
22.926167,72.705518,634.51,1409.44,16444.08,23054.11,16796.35,17023.9,30055.5,22479.64,14954.69,11568.85,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,44.5,36.25,51.0
22.876342,72.695142,933.37,5180.39,21881.61,31563.45,22752.47,26325.58,39400.79,30059.1,19589.44,19768.97,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,44.5,36.25,51.0
22.234048,72.227277,1486.45,8034.99,172810.5,168761.6,176097.73,178397.89,178867.16,180637.71,166448.09,165835.61,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
22.969744,72.546063,331.34,1589.66,6579.65,5838.54,8519.56,5630.95,10851.27,7109.15,4816.37,1675.33,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,50.5,41.74,55.0
22.981356,72.660175,8.19,613.88,3477.59,7840.89,6965.37,3104.83,15281.26,7783.39,3737.76,51.13,69.63,Medium,Unknown,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.0,62.5,54.62,67.0
22.699904,72.583395,82.15,573.43,55899.83,61493.95,58517.37,61378.94,70424.05,65835.6,55128.33,51477.94,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.0,62.5,51.25,63.0
22.797646,72.576298,250.22,250.22,34965.21,39962.29,37912.84,39943.21,48997.11,44647.08,34727.76,30165.76,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.0,56.5,46.25,59.0
22.547606,72.77399,391.09,4516.73,94138.64,103710.78,95878.22,99867.24,113649.88,103627.89,92345.85,93134.53,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,50.5,41.25,55.0
22.779534,72.682813,476.49,3393.9,39605.67,49351.6,41438.57,45485.04,59611.29,49230.69,37879.67,38780.0,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,50.5,41.25,55.0
23.021989,72.37846,349.07,351.34,16524.58,16528.08,15635.79,17439.8,18555.19,14590.17,22336.84,16234.25,5.13,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.0,50.5,41.25,55.0
22.287568,72.235948,520.11,4241.36,160974.75,156950.53,164218.01,166560.83,167007.87,168742.46,154616.05,154230.79,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,44.5,36.25,51.0
22.727527,72.490551,471.69,3803.86,55435.77,52313.66,59074.48,57836.19,63473.56,61304.7,50898.39,45582.56,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,50.5,41.25,55.0
22.444828,72.563996,2891.29,10927.49,112276.79,115952.91,114839.15,117752.72,126053.36,122287.59,111393.99,107061.65,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
22.575099,72.631018,193.19,1648.33,82848.74,89801.75,85221.34,88789.22,99283.31,92911.36,81683.25,80450.28,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,56.5,46.25,59.0
23.08104,72.716466,275.12,4828.73,11188.22,17482.5,13553.14,6736.18,17626.45,12309.73,9084.79,2182.25,2.53,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,56.5,46.25,59.0
23.370449,72.27846,919.8,4980.14,70298.59,68895.22,71148.05,71122.66,72852.24,81384.35,66603.84,37653.01,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,44.5,36.25,51.0
22.644648,72.536991,387.53,1277.95,69559.76,71516.54,72469.98,73960.04,81738.86,78494.14,69215.51,62796.03,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,50.5,41.25,55.0
22.582939,72.479884,123.5,6025.94,85778.72,84053.39,88992.27,89210.59,95157.12,93045.85,82491.1,77277.97,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,56.5,46.25,59.0
22.520966,72.348751,1311.43,7115.24,105239.39,101074.33,108838.57,110430.76,111433.73,113049.06,98868.6,97849.44,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
22.316174,72.374127,10895.99,26581.61,148431.05,144417.16,151749.34,151572.31,155163.76,154949.82,142455.25,139294.98,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
22.66098,72.569226,132.77,2258.11,64824.11,69452.54,67469.77,70010.33,78552.91,74647.97,64104.74,59550.2,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,56.5,46.25,59.0
22.497924,72.719185,278.55,6459.95,101849.36,110296.9,103893.12,107989.34,120614.56,111702.39,100313.81,101338.09,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,56.5,46.25,59.0
22.39164,72.396461,2326.56,14447.92,131229.28,127278.01,134508.23,134272.08,138079.91,137670.2,125359.14,122005.2,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
22.893224,72.387629,116.46,4090.36,26817.09,24240.53,28442.31,31050.24,31736.52,32534.61,21261.81,22934.57,18.96,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,60.5,48.25,67.0
23.115746,72.498959,61.57,1010.29,1848.89,7069.19,9468.93,7205.34,9796.13,14675.23,10886.63,3204.33,4.57,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,62.5,51.25,59.71
22.81767,72.499256,754.9,754.9,35751.91,32757.73,41714.48,38597.93,43958.74,41582.98,31620.38,25985.84,2.12,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.0,44.5,36.25,51.0
22.570249,72.213906,3068.74,3068.74,105281.32,101878.75,107439.39,110020.07,110660.88,111479.13,99167.47,100687.57,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
23.334279,72.503267,373.48,10557.53,37242.81,32878.59,34897.72,34909.74,37249.69,52219.66,34809.1,24950.01,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,50.5,41.25,55.0
23.360024,72.329087,1679.18,5117.87,62388.25,61425.42,61625.43,61603.91,63432.19,73977.11,57521.52,29337.54,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
22.623474,72.230324,79.79,79.79,93530.65,90235.27,95538.19,98141.34,98804.68,99513.5,87478.71,89024.5,4.72,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,62.5,51.25,63.0
22.793873,72.729404,75.79,75.79,40703.55,51009.14,41935.68,45673.78,58823.63,49423.21,38586.17,39016.02,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,62.5,51.25,63.0
22.985112,72.482352,220.51,483.47,875.7,900.89,7091.62,7186.71,7341.62,8938.59,6571.61,1309.17,21.89,Low,Industrial,Low,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,59.5,63.33,55.75,61.93
22.844029,72.708303,1224.89,7633.34,29121.74,39156.33,30195.46,33862.84,46986.0,37606.29,26920.88,27244.31,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
22.717113,72.729473,597.81,630.77,55821.49,65984.04,57431.19,61373.2,75056.93,65136.13,53932.0,54639.45,-99999.0,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.0,44.5,36.25,51.0
23.07301,72.658314,78.53,405.81,312.22,8734.45,2917.15,1548.98,6977.58,1027.59,4210.6,547.33,121.48,High,Residential,Low,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,77.29,81.4,74.51,88.32
22.639125,72.440349,5515.63,5516.08,75950.71,72062.24,80822.81,79500.37,82957.85,82543.15,70226.68,66987.22,3.02,Low,Unknown,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,38.5,31.25,47.0
