latitude,longitude,business_subcategory,road_distance,highway_distance,hospital_distance,school_distance,bank_distance,restaurant_distance,pharmacy_distance,bus_stop_distance,railway_distance,water_distance,population_value,population_category,landuse,flood_risk,competitors_250,competitors_500,competitors_1000,competition_pressure,restaurant_score
23.161812,72.674389,coffee,137.23,2465.44,3418.49,652.04,5821.37,780.73,10279.05,9575.52,2765.49,21.54,-99999.0,Low,Grass,High,0,2,2,1.2,35.29
23.180321,72.736408,pizza,94.69,2701.32,1102.88,1194.74,10863.81,7383.7,16508.64,14105.02,3115.31,6365.77,-99999.0,Low,Commercial,Low,0,0,0,0.0,58.0
22.969609,72.335715,burger,124.94,124.94,14236.36,6809.42,12893.52,14199.99,14756.07,13545.01,13358.06,13287.05,4.53,Low,Commercial,Low,0,0,0,0.0,73.0
23.072087,72.781835,sandwich,281.76,281.76,8980.72,4838.28,13616.79,10177.48,15071.19,12929.01,10011.1,3020.08,-99999.0,Low,Commercial,Low,0,0,0,0.0,78.0
22.894043,72.761903,gujarati,293.43,1516.23,13776.05,8270.23,15267.86,14866.85,21304.47,18048.32,14228.7,10160.38,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
23.033019,72.713326,punjabi,148.64,1780.3,2411.55,518.47,7569.5,3698.75,7978.42,7655.57,6083.98,640.72,5.47,Low,Industrial,Low,0,0,0,0.0,60.0
23.113233,72.780669,south_indian,59.61,2841.73,7939.55,3793.91,13830.14,10309.17,16395.96,13407.2,6716.96,1264.92,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
22.840288,72.76019,chinese,131.23,428.86,18598.18,11517.63,18818.04,19637.64,26226.06,22199.97,17384.58,15920.28,-99999.0,Low,Commercial,Low,0,0,0,0.0,74.0
23.029686,72.480197,fine_dining,60.78,262.63,253.39,251.89,457.33,292.05,1754.72,412.03,2599.32,132.75,87.32,Medium,Grass,Low,1,30,64,26.9,58.24
22.831027,72.425693,dessert,114.95,114.95,17948.37,7786.96,19813.2,20907.17,21084.88,22239.76,14717.86,15356.66,-99999.0,Low,Commercial,Low,0,0,0,0.0,78.0
22.830115,72.851355,bakery,963.87,963.87,24197.16,19602.32,26800.98,26345.08,32625.85,29640.28,25643.21,20705.17,-99999.0,Low,Commercial,Low,0,0,0,0.0,70.0
23.057384,72.883691,street_food,110.26,6531.39,17289.13,14772.14,24172.06,20742.85,25293.14,23459.18,18884.44,7113.34,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
23.070655,72.456922,fast_food,23.84,2886.28,3023.4,558.42,4314.29,3105.3,6119.58,4126.22,3862.4,721.44,-99999.0,Low,Residential,Low,0,0,0,0.0,55.0
23.17158,72.42084,cafe,164.0,4616.41,10152.64,742.47,13498.45,11859.39,15093.22,15873.97,11909.38,5693.42,-99999.0,Low,Industrial,Low,0,0,0,0.0,55.5
22.981348,72.762888,coffee,41.29,2584.69,5446.76,2782.71,13522.41,10060.25,14846.32,14155.84,9745.98,2927.29,4.43,Low,Residential,Low,0,0,0,0.0,60.5
23.225583,72.502516,pizza,18.31,462.84,9234.72,6809.51,8387.65,8372.77,9233.36,15314.24,6422.64,4097.13,-99999.0,Low,Commercial,Low,0,0,0,0.0,68.0
22.869748,72.523451,burger,180.54,1783.33,12493.72,4072.58,14932.62,13239.17,16352.62,14884.98,11515.16,6913.8,2.53,Low,Commercial,Low,0,0,0,0.0,58.0
23.236954,72.741118,sandwich,202.14,462.79,6589.6,6668.03,12052.07,11545.35,18259.9,19747.42,9395.56,5423.6,-99999.0,Low,Commercial,Low,0,0,0,0.0,74.0
23.239426,72.534254,gujarati,38.05,1680.51,8149.68,6743.17,7017.92,7017.6,8151.94,15626.55,6904.28,6886.57,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
23.277387,72.597798,punjabi,162.19,3156.45,9538.54,11173.8,9256.01,9279.93,11426.61,19594.2,10983.3,8582.27,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
23.048811,72.8461,south_indian,429.93,5989.66,13326.51,10855.79,20510.36,17165.42,21418.73,19755.26,16485.96,5041.7,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
23.059252,72.774666,chinese,45.51,45.51,7452.56,3919.38,13103.55,9813.06,14152.09,12342.24,10505.05,4574.96,-99999.0,Low,Commercial,Low,0,0,0,0.0,82.0
23.158999,72.355778,fine_dining,25.96,2107.14,15769.03,4765.4,17569.73,15864.66,19642.43,17209.61,18066.59,11564.71,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
23.099178,72.786958,dessert,42.33,3276.79,9622.07,4180.42,14185.62,10633.01,16373.32,13661.58,8254.54,0.0,-99999.0,Low,Commercial,High,0,0,0,0.0,58.0
23.071828,72.496303,bakery,11.42,790.39,1687.75,473.47,2373.35,1049.72,4496.62,4839.22,1782.14,509.86,6.68,Low,Residential,Low,0,0,0,0.0,67.0
22.848433,72.693333,street_food,112.64,4561.01,13430.1,7739.12,14071.91,15998.23,22826.66,17897.73,12364.42,12611.71,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
22.957118,72.659521,fast_food,23.99,190.3,3652.15,46.96,2815.61,3844.27,10305.91,5640.87,2771.16,1656.03,6.59,Low,Industrial,Low,0,0,0,0.0,67.0
23.014536,72.710064,cafe,143.43,160.46,1246.0,786.6,7915.98,4260.33,8334.14,8829.33,4650.27,1953.09,6.34,Low,Residential,Low,0,0,0,0.0,69.5
22.978743,72.334566,coffee,515.24,839.72,14134.79,6776.91,12710.69,13975.85,14540.77,13175.58,13603.36,13211.97,-99999.0,Low,Commercial,Low,0,0,0,0.0,68.5
23.227618,72.514484,pizza,130.48,635.29,8426.51,6254.77,7488.89,7477.49,8426.14,15007.22,6048.0,5289.62,-99999.0,Low,Commercial,Low,0,0,0,0.0,63.0
23.289112,72.469242,burger,45.54,2493.61,16549.0,12602.39,15507.82,15502.24,16549.7,23132.71,14212.01,6663.01,-99999.0,Low,Commercial,Low,0,0,0,0.0,58.0
23.280413,72.859785,sandwich,104.17,5041.27,16224.76,16222.31,25116.81,23854.89,31324.64,30718.72,19350.74,16239.77,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
22.84602,72.679757,gujarati,724.86,3956.64,12991.7,7987.22,13763.36,15757.57,22777.81,17660.96,12002.06,12353.15,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
22.984389,72.774636,punjabi,120.26,2017.91,6242.53,3977.74,14765.69,11214.88,15750.26,15316.12,10889.34,4087.21,4.48,Low,Commercial,Low,0,0,0,0.0,66.0
23.136117,72.862618,south_indian,48.66,607.73,12726.01,12555.45,22592.2,19078.66,25089.34,22176.98,13620.32,6524.11,-99999.0,Low,Commercial,Low,0,0,0,0.0,70.0
22.878534,72.662392,chinese,66.36,66.36,8973.09,4968.51,9773.41,11793.79,18930.76,13694.36,7997.47,8394.55,-99999.0,Low,Commercial,Low,0,0,0,0.0,82.0
23.18503,72.330183,fine_dining,18.62,4057.99,19159.29,8131.74,21452.4,19636.16,23525.1,21076.44,21197.47,11070.08,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
22.842272,72.761539,dessert,92.6,184.73,18557.99,11448.31,18758.03,19515.99,26100.94,22114.78,17340.27,15729.01,-99999.0,Low,Commercial,Low,0,0,0,0.0,78.0
22.985838,72.532056,bakery,119.96,709.21,1043.8,510.64,3047.72,942.12,3480.1,2420.87,464.66,887.01,8.86,Low,Residential,Low,0,0,0,0.0,67.0
23.082277,72.660955,street_food,55.85,336.62,909.47,212.46,1176.9,884.16,4529.77,779.56,2833.0,590.78,85.65,Medium,Industrial,Low,0,1,1,0.6,80.37
23.13595,72.860318,fast_food,192.77,457.51,12513.53,12325.94,22359.78,18847.41,24865.22,21946.41,13389.46,6365.66,-99999.0,Low,Commercial,Low,0,0,0,0.0,68.0
22.988566,72.752589,cafe,89.21,1687.87,4123.9,1874.39,12639.1,8921.81,13533.57,13023.62,8590.84,1839.79,6.12,Low,Residential,Low,0,0,0,0.0,60.5
23.085482,72.617087,coffee,0.62,324.45,659.79,156.29,1357.38,1282.06,3374.42,3440.59,2948.82,513.76,67.98,Medium,Residential,Low,0,3,5,2.3,66.37
23.001056,72.686745,pizza,28.12,1973.49,1735.7,1161.39,6870.85,2263.46,7257.98,6246.03,1872.31,1858.18,5.73,Low,Residential,Low,0,0,0,0.0,55.0
22.929814,72.3758,burger,13.77,13.77,11835.11,5168.57,11825.65,13221.49,13665.99,13521.07,9732.13,10368.98,1.67,Low,Commercial,Low,0,0,0,0.0,78.0
23.163124,72.599445,sandwich,420.39,420.39,1273.34,617.61,3795.66,3247.64,2877.59,7217.31,4143.23,1248.13,-99999.0,Low,Residential,Low,0,0,0,0.0,71.0
22.995754,72.63577,gujarati,12.88,157.3,249.7,269.9,2594.53,611.05,5769.44,1023.2,2177.61,705.62,109.3,High,Industrial,Low,0,0,1,0.25,88.3
22.935653,72.460968,punjabi,34.74,611.54,5817.9,523.01,8028.9,8937.41,9041.76,10142.75,2590.97,3223.33,22.23,Low,Industrial,Low,0,0,0,0.0,68.0
23.024211,72.887892,south_indian,118.17,4731.74,17048.7,15170.53,25300.98,21555.6,25837.37,24501.46,21480.73,9775.15,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
22.947077,72.841558,chinese,841.29,5013.62,14254.72,11518.97,21496.0,18774.67,23746.25,22806.99,18495.84,11707.55,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
23.045776,72.38113,fine_dining,46.54,1026.65,8180.4,3221.95,8037.76,8761.68,9684.16,7279.31,11041.53,7541.95,4.72,Low,Commercial,Low,0,0,0,0.0,66.0
23.219357,72.572185,dessert,214.91,1939.74,4767.1,4741.87,3554.93,3530.1,4773.17,12962.88,4097.16,3814.17,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
23.241366,72.568164,bakery,110.93,231.73,7118.58,7062.66,6013.7,5993.38,7237.73,15401.23,6478.98,6286.76,-99999.0,Low,Commercial,Low,0,0,0,0.0,78.0
22.85214,72.705519,street_food,852.99,3341.82,13798.71,7569.92,14316.33,16157.41,22782.69,18049.54,12674.61,12819.96,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
23.21585,72.495361,fast_food,121.44,1651.33,9282.75,6404.58,8573.7,8554.27,9280.13,14729.67,6045.03,2951.24,-99999.0,Low,Commercial,Low,0,0,0,0.0,58.0
22.976764,72.347665,cafe,57.2,57.2,12928.7,5461.7,11480.08,12772.75,13332.05,12087.19,12241.73,11923.92,3.44,Low,Commercial,Low,0,0,0,0.0,77.5
23.070242,72.826972,coffee,1013.53,4643.83,12494.84,8940.55,18243.09,14782.92,19614.08,17559.69,13429.06,2089.66,-99999.0,Low,Commercial,Low,0,0,0,0.0,65.5
23.218654,72.722849,pizza,132.22,319.45,4733.65,5255.77,9637.47,8791.66,15821.45,17119.47,7355.5,3547.38,-99999.0,Low,Commercial,Low,0,0,0,0.0,68.0
23.255116,72.679866,burger,175.54,1217.1,8114.64,9055.96,8137.77,8091.63,13812.74,19873.79,11446.78,0.0,-99999.0,Low,Commercial,High,0,0,0,0.0,50.0
23.190974,72.605078,sandwich,72.44,335.0,857.48,2411.41,1089.31,1032.88,3454.54,10332.61,4185.03,1109.58,-99999.0,Low,Residential,Low,0,0,0,0.0,71.0
22.868254,72.426569,gujarati,306.65,1175.95,13993.48,3668.43,15729.97,16856.11,17057.94,18144.56,10781.2,11480.8,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
22.876661,72.768416,punjabi,21.61,2337.44,15813.21,9655.09,16856.71,16769.71,23254.03,19816.06,15692.55,12197.22,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
22.822616,72.631332,south_indian,682.16,1644.12,14295.98,10483.3,15480.29,17373.86,23917.6,19376.94,13694.21,14367.88,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
22.987077,72.776124,chinese,279.08,1685.21,6233.04,3964.56,14967.7,11341.09,15757.4,15442.87,11009.21,4235.92,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
23.074791,72.66493,fine_dining,100.13,290.11,558.24,70.08,1853.54,677.17,4126.58,969.28,2839.18,628.5,103.41,High,Residential,Low,2,7,35,12.0,75.48
22.851383,72.489389,dessert,876.98,1170.21,14409.18,6875.49,17704.46,16461.66,18432.98,17748.96,12140.23,10112.97,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
23.289806,72.726944,bakery,287.53,3507.82,12315.32,12666.93,14193.25,14137.05,19975.55,24664.01,15196.86,3094.43,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
23.062334,72.756115,street_food,191.21,1252.06,6502.08,2625.77,11172.66,7907.51,12299.12,10410.64,8924.23,4572.26,5.14,Low,Commercial,Low,0,0,0,0.0,66.0
23.205203,72.352775,fast_food,55.77,1335.0,18045.49,6629.38,21362.77,19260.72,22919.98,21773.99,19118.39,7866.05,-99999.0,Low,Commercial,Low,0,0,0,0.0,58.0
23.276742,72.682556,cafe,75.44,3415.96,10352.35,11440.55,10285.91,10251.33,15629.75,22242.36,13828.32,1215.04,-99999.0,Low,Commercial,Low,0,0,0,0.0,65.5
23.025988,72.704463,coffee,62.69,655.34,2321.81,953.51,6894.07,3097.06,7311.23,7545.43,4887.59,734.33,39.03,Low,Industrial,Low,0,0,0,0.0,61.5
22.975367,72.819217,pizza,807.98,2415.61,10791.38,8533.95,19189.86,15873.5,20319.91,19970.62,15555.25,8737.52,4.63,Low,Commercial,Low,0,0,0,0.0,58.0
23.184526,72.68108,burger,147.11,2948.84,1983.59,1644.28,5221.32,3303.21,10873.81,12179.02,4620.89,1406.8,-99999.0,Low,Forest,Low,0,0,0,0.0,47.5
22.897342,72.870433,sandwich,420.9,7540.62,19879.83,16695.12,25436.3,23588.86,29159.85,27422.34,23368.78,16864.44,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
23.017657,72.838213,gujarati,433.42,2461.3,11920.75,10026.14,20476.72,16590.96,20881.37,19824.35,17488.68,8020.19,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
22.836598,72.382013,punjabi,537.67,557.14,19108.33,8382.12,20378.84,21635.92,21923.23,22599.71,16005.41,16785.09,4.91,Low,Commercial,Low,0,0,0,0.0,70.0
22.883447,72.405501,south_indian,9.83,9.83,13409.18,2765.12,14670.46,15916.41,16200.0,16931.45,10355.55,11160.2,21.9,Low,Commercial,Low,0,0,0,0.0,86.0
22.964877,72.721413,chinese,175.0,566.25,5310.18,2397.29,9108.39,6578.73,12611.84,10434.09,6382.05,2172.9,5.69,Low,Residential,Low,0,0,0,0.0,67.0
22.976091,72.855724,fine_dining,910.61,1487.26,14296.95,12079.01,22930.55,19548.47,23777.76,23352.03,19256.04,12449.22,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
23.239564,72.800642,dessert,30.32,280.15,8795.28,8805.09,17929.78,16303.0,24114.68,23323.79,11987.75,10915.71,-99999.0,Low,Commercial,Low,0,0,0,0.0,78.0
22.930291,72.678333,bakery,117.89,399.87,6008.09,207.43,5879.45,7229.69,13686.98,9177.44,4765.04,4379.66,6.3,Low,Commercial,Low,0,0,0,0.0,74.0
23.074404,72.382599,street_food,340.27,2173.76,9163.0,2879.7,9064.99,9730.89,11020.63,8463.21,11153.9,8033.62,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
22.955356,72.619417,fast_food,17.22,697.89,400.58,324.01,1564.26,2692.37,10403.47,4712.42,1141.17,489.73,101.15,High,Residential,Low,0,1,1,0.6,71.0
23.051235,72.407809,cafe,273.62,3795.54,5704.41,1369.99,5584.91,6286.73,7451.07,4912.47,8285.79,4841.46,-99999.0,Low,Commercial,Low,0,0,0,0.0,65.5
23.261971,72.399433,coffee,362.38,2029.39,18829.25,9193.33,19619.98,19602.2,20351.4,24877.28,16930.7,2027.82,-99999.0,Low,Commercial,Low,0,0,0,0.0,65.5
23.126192,72.727967,pizza,32.08,1859.87,6023.02,1079.84,9316.58,5714.45,12727.14,9179.27,1889.91,1149.09,-99999.0,Low,Industrial,Low,0,0,0,0.0,52.0
23.100467,72.798667,burger,326.29,3842.79,10071.17,5376.75,15393.91,11841.3,17550.43,14867.8,9038.36,344.8,-99999.0,Low,Commercial,Low,0,0,0,0.0,58.0
23.080537,72.788637,sandwich,54.52,1411.59,10141.47,4890.92,14257.55,10756.64,15943.63,13619.14,9902.57,1954.78,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
22.823619,72.336368,gujarati,261.38,1437.02,22909.95,12475.42,23738.91,25077.12,25434.58,25731.96,19982.67,20809.41,2.35,Low,Commercial,Low,0,0,0,0.0,66.0
23.117898,72.644527,punjabi,107.95,272.27,2080.16,488.43,3833.09,1661.07,6991.95,4664.16,3775.46,239.42,-99999.0,Low,Residential,Low,0,0,0,0.0,75.0
23.122542,72.754836,south_indian,85.57,443.05,6165.33,2572.83,11617.75,8230.09,14627.3,11328.15,4142.49,1509.55,-99999.0,Low,Industrial,Low,0,0,0,0.0,68.0
23.009962,72.680615,chinese,22.13,1157.3,1979.52,223.27,5725.28,1750.32,6118.28,5773.06,1913.96,1601.5,5.99,Low,Industrial,Low,0,0,0,0.0,60.0
23.049058,72.673755,fine_dining,45.74,802.96,380.09,131.44,3382.13,335.06,3753.58,3610.02,4166.6,840.63,75.32,Medium,Commercial,Low,8,18,68,26.5,57.0
22.949042,72.864857,dessert,150.96,3782.54,16258.73,13734.12,23864.66,21026.06,25786.25,25083.15,20735.23,13926.04,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
23.041814,72.776719,bakery,1160.0,1503.51,6458.73,3734.13,13831.94,10070.38,14322.12,12995.79,12022.17,5668.47,4.3,Low,Commercial,Low,0,0,0,0.0,66.0
23.138796,72.482512,street_food,53.32,3215.18,2888.15,1391.17,6404.66,6060.75,7947.74,9856.53,6838.29,1661.02,-99999.0,Low,Industrial,Low,0,0,0,0.0,60.0
22.845027,72.34475,fast_food,263.68,888.63,20523.01,10277.05,21264.82,22612.01,22979.93,23229.64,17659.86,18497.98,-99999.0,Low,Commercial,Low,0,0,0,0.0,63.0
23.021011,72.590866,cafe,5.92,449.76,81.3,45.62,800.45,228.16,4808.21,611.92,1126.46,1432.39,137.25,High,Residential,Low,1,2,8,3.1,82.09
22.907931,72.661863,coffee,211.47,1952.5,6168.25,2187.56,6732.01,8677.02,15702.21,10579.62,5045.21,5278.75,6.12,Low,Commercial,Low,0,0,0,0.0,65.5
22.96004,72.72665,pizza,103.48,103.48,5864.38,2601.71,9644.86,7314.34,13370.2,11128.11,7126.2,2476.96,7.97,Low,Residential,Low,0,0,0,0.0,70.0
23.162416,72.809251,burger,19.49,57.16,6616.7,6470.59,18544.28,14387.79,21727.92,18343.9,8101.21,7279.5,-99999.0,Low,Commercial,Low,0,0,0,0.0,78.0
23.27818,72.385844,sandwich,94.49,481.64,21098.42,11216.19,21663.16,21646.82,22438.27,27133.54,19098.06,4286.74,-99999.0,Low,Commercial,Low,0,0,0,0.0,74.0
22.987859,72.635758,gujarati,5.1,260.67,442.66,37.03,1952.71,510.73,6643.84,1462.9,1911.91,488.87,125.92,High,Industrial,Low,0,0,1,0.25,87.26
22.963176,72.580554,punjabi,40.65,918.35,982.69,80.8,3158.23,1970.89,7893.89,4526.96,4535.49,373.79,56.23,Medium,Industrial,Low,0,0,1,0.25,72.0
22.938386,72.453793,south_indian,20.77,138.8,5736.4,359.73,7698.25,8698.3,8851.03,10000.79,2543.2,3315.64,47.34,Low,Industrial,Low,0,0,0,0.0,80.0
22.85647,72.478323,chinese,266.83,2266.85,13992.88,5878.77,16951.85,16298.01,17783.72,17646.04,11401.58,10248.07,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
22.994392,72.666919,fine_dining,10.43,142.28,473.25,208.06,4796.43,112.17,6658.55,4213.91,293.46,501.69,76.13,Medium,Residential,Low,5,14,26,13.4,63.99
22.92917,72.811878,dessert,208.88,4872.12,13064.8,9754.69,18749.79,16638.27,22221.8,20516.26,16411.35,9919.47,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
22.886656,72.499913,bakery,701.74,1273.21,10451.13,3257.3,13947.74,12408.64,14738.0,13708.84,8731.25,6240.52,4.5,Low,Commercial,Low,0,0,0,0.0,66.0
23.08729,72.491375,street_food,9.52,227.28,2586.72,225.43,4148.56,487.91,4651.62,6373.98,3555.44,889.44,37.3,Low,Grass,Low,0,0,0,0.0,71.5
23.176298,72.598994,fast_food,712.72,743.29,1636.8,1385.81,2644.91,2479.17,2429.14,8597.92,3544.16,841.64,-99999.0,Low,Residential,Low,0,0,0,0.0,60.0
23.057068,72.599281,cafe,12.7,684.82,278.75,51.0,2321.06,887.22,3563.54,1848.11,925.14,931.1,113.59,High,Residential,Low,1,2,3,1.85,70.36
22.958099,72.323442,coffee,381.7,381.7,15695.52,8375.22,14523.88,15854.11,16402.89,15280.07,14563.08,14832.88,-99999.0,Low,Commercial,Low,0,0,0,0.0,71.5
23.263712,72.603158,pizza,127.75,2955.1,7958.64,9716.72,7669.65,7693.52,10088.83,18174.05,9756.98,7829.17,-99999.0,Low,Commercial,Low,0,0,0,0.0,58.0
23.27401,72.434784,burger,31.83,438.01,18000.53,10718.21,17119.82,17106.99,17999.3,23541.39,14988.11,3378.23,-99999.0,Low,Commercial,Low,0,0,0,0.0,68.0
22.97939,72.339313,sandwich,692.2,692.2,13663.59,6286.09,12221.59,13489.8,14054.13,12706.91,13135.41,12719.73,-99999.0,Low,Commercial,Low,0,0,0,0.0,70.0
23.047549,72.821757,gujarati,230.56,4616.74,10920.67,8356.56,18096.34,14701.4,18923.23,17322.26,14854.22,4495.64,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
23.124045,72.58294,punjabi,0.78,0.78,233.39,167.9,4020.44,1708.59,3968.69,2580.3,2770.7,1260.07,78.74,Medium,Residential,Low,0,0,1,0.25,93.0
23.067612,72.80136,south_indian,301.68,2029.5,10145.13,6739.54,15658.76,12234.61,16973.3,14955.41,11819.1,2748.57,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
23.016845,72.821824,chinese,464.6,2162.11,10238.03,8354.57,18834.03,14951.3,19240.6,18280.95,15812.14,7893.14,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
23.159204,72.753037,fine_dining,320.75,2940.2,2146.25,1896.64,13090.0,8620.94,17124.21,13489.95,2383.68,5357.21,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
22.98565,72.542337,dessert,144.19,144.19,1643.74,723.1,2720.53,1116.47,3705.25,1915.58,1492.44,282.57,5.49,Low,Residential,Low,0,0,0,0.0,75.2
23.083735,72.4229,bakery,80.0,6084.93,6258.42,1350.5,6795.22,6659.35,8861.65,6522.45,7609.25,4492.34,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
23.075547,72.352648,street_food,120.3,881.64,11961.12,5940.55,11845.72,12541.19,13700.69,11174.37,14185.99,10962.31,-99999.0,Low,Commercial,Low,0,0,0,0.0,70.0
23.052043,72.753354,fast_food,359.27,1140.85,5401.3,1625.25,11198.66,7759.87,11920.17,10376.81,9527.73,3732.71,4.02,Low,Commercial,Low,0,0,0,0.0,58.0
22.944266,72.883673,cafe,835.46,3035.65,18230.48,15735.49,25827.4,23026.86,27760.33,27082.09,22736.47,15927.4,-99999.0,Low,Commercial,Low,0,0,0,0.0,65.5
23.136591,72.37891,coffee,87.09,298.9,12966.65,3020.77,14169.27,12578.87,16240.68,13835.04,14651.9,11261.17,-99999.0,Low,Commercial,Low,0,0,0,0.0,74.5
23.27804,72.538464,pizza,4.33,1028.68,11873.91,10932.12,10664.27,10666.31,11878.04,19733.57,10883.24,10410.05,-99999.0,Low,Commercial,Low,0,0,0,0.0,58.0
23.191551,72.506669,burger,164.19,2985.47,7167.56,4307.48,6827.06,6799.9,7225.61,11835.78,3488.67,2067.36,-99999.0,Low,Industrial,Low,0,0,0,0.0,52.0
23.260695,72.74788,sandwich,14.4,14.4,9194.48,9265.66,13843.02,13764.62,19989.63,22418.59,12092.8,5039.5,-99999.0,Low,Commercial,Low,0,0,0,0.0,82.0
22.905548,72.605291,gujarati,26.86,1131.38,5355.03,1429.16,6890.95,8076.27,14563.02,10335.73,5446.78,5342.38,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
23.050037,72.336276,punjabi,776.88,3066.0,12794.52,7240.73,12648.71,13373.81,14221.29,11878.44,15621.45,12149.45,2.56,Low,Commercial,Low,0,0,0,0.0,66.0
22.875777,72.503164,south_indian,342.19,342.19,11657.32,4496.53,15121.86,13478.11,15916.32,14733.94,9969.95,7065.79,9.07,Low,Commercial,Low,0,0,0,0.0,74.0
23.037397,72.575053,chinese,2.66,278.14,146.77,141.93,526.68,647.59,2508.79,1132.16,965.78,36.08,134.47,High,Residential,High,0,0,1,0.25,83.04
23.101005,72.608993,fine_dining,17.48,1142.49,761.75,464.6,2681.51,1183.63,2898.91,3328.49,3130.09,149.12,58.16,Medium,Residential,Low,0,4,11,4.15,59.92
22.967424,72.66558,dessert,27.18,27.18,3027.88,716.64,3423.17,3001.73,9370.54,5251.81,3217.07,1294.16,-99999.0,Low,Industrial,Low,0,0,0,0.0,76.0
22.888001,72.884557,bakery,981.94,7406.53,21655.49,18475.51,27126.08,25352.24,30940.59,29168.92,25135.41,18644.59,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
23.164873,72.483556,street_food,88.56,5357.93,5159.06,1929.34,7402.93,7536.58,9481.28,11264.67,5635.37,1027.54,-99999.0,Low,Industrial,Low,0,0,0,0.0,60.0
22.971459,72.790408,fast_food,879.3,2860.6,8372.37,5723.98,16212.36,13029.56,17846.02,17109.98,12727.83,5918.01,-99999.0,Low,Commercial,Low,0,0,0,0.0,58.0
23.065523,72.721069,cafe,148.47,3235.02,5446.65,1438.41,7598.09,4521.97,8821.74,6810.97,6262.86,1437.48,3.68,Low,Commercial,Low,0,0,0,0.0,65.5
22.953899,72.783134,coffee,149.65,3475.08,9044.65,5767.93,15464.19,12845.36,18229.54,16827.56,12589.85,5940.29,-99999.0,Low,Commercial,Low,0,0,0,0.0,65.5
22.986812,72.700808,pizza,102.37,3316.99,3112.32,2355.16,7496.75,3687.16,9394.68,7766.02,3403.13,1174.43,3.1,Low,Residential,Low,0,0,0,0.0,55.0
23.280351,72.648547,burger,108.12,367.13,9774.48,11285.89,9433.96,9435.34,13746.93,21139.93,13760.1,3798.48,-99999.0,Low,Commercial,Low,0,0,0,0.0,68.0
23.192442,72.730688,sandwich,218.92,1804.87,2321.29,2424.78,10137.17,7451.51,16015.6,14903.79,4405.9,5359.39,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
23.140261,72.325455,gujarati,115.7,4867.28,17972.84,7974.2,18146.54,17761.31,20182.95,17641.77,19383.81,15023.02,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
23.037803,72.870901,punjabi,572.74,5380.86,15508.16,13399.25,23248.2,19730.26,23987.34,22473.61,19178.58,7492.46,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
23.185794,72.760174,south_indian,568.1,2149.21,1637.27,1617.35,13200.88,9879.7,18965.17,16103.43,4740.84,8367.6,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
23.087265,72.728412,chinese,90.38,1952.91,6600.91,905.74,8091.17,4556.05,10323.4,7526.02,4964.09,850.43,-99999.0,Low,Industrial,Low,0,0,0,0.0,60.0
23.090091,72.408897,fine_dining,841.15,4579.45,7802.17,2229.25,8196.9,8119.49,10269.52,7837.77,9207.58,6090.2,-99999.0,Low,Commercial,Low,0,0,0,0.0,66.0
23.111932,72.669447,dessert,2.01,63.38,1176.23,252.02,3740.93,258.87,7835.39,4104.33,1853.86,1456.0,-99999.0,Low,Residential,Low,0,0,0,0.0,79.0
